"","P1_2020Oct","P3_2023Jan"
"AHR",46,157
"AR",16,126
"ARID3A",42,28
"ARNT",77,125
"ARNTL",2,63
"ASCL2",104,48
"ATF1",153,153
"ATF2",166,172
"ATF3",82,50
"BACH1",124,158
"BACH2",4,30
"BARX2",123,57
"BATF",155,130
"BCL11A",30,38
"BCL6",151,99
"BHLHE40",143,36
"CEBPA",76,29
"CEBPD",54,97
"CLOCK",84,161
"CTCF",118,41
"E2F2",154,32
"E2F3",140,69
"E2F4",81,159
"E2F6",94,110
"E2F7",40,77
"E2F8",145,178
"EBF1",75,25
"EGR1",17,147
"EGR2",117,70
"EHF",161,181
"ELF1",89,65
"ELK1",172,124
"ELK3",95,43
"ELK4",66,93
"EPAS1",7,9
"ESR1",12,44
"ESR2",27,114
"ESRRA",13,73
"ETS2",176,177
"ETV1",103,152
"ETV5",33,107
"ETV6",182,180
"ETV7",63,78
"FOS",150,75
"FOSL1",19,56
"FOSL2",158,35
"FOXD2",43,90
"FOXH1",101,45
"FOXK1",111,175
"FOXM1",175,139
"FOXO3",133,1
"FOXP1",162,118
"FOXP2",21,15
"FOXP3",173,96
"GATA1",73,60
"GATA2",71,91
"GATA3",31,74
"GATA4",108,62
"GLI2",3,3
"GLIS1",6,6
"GMEB1",147,163
"GMEB2",39,27
"GRHL2",9,61
"GTF2B",181,183
"GTF2I",49,140
"HEY1",55,34
"HIF1A",8,4
"HINFP",110,58
"HNF1B",164,146
"HNF4A",136,8
"HNF4G",115,81
"HOXA1",78,136
"HOXA4",180,165
"HOXB13",169,80
"HOXC6",174,89
"HSF1",120,101
"HSF2",38,166
"IRF2",170,66
"IRF3",146,11
"IRF4",83,128
"JUN",52,109
"JUNB",109,121
"JUND",183,182
"KLF1",90,68
"KLF10",157,135
"KLF3",179,171
"KLF4",130,120
"KLF9",102,116
"KMT2A",97,16
"LHX2",74,7
"MAF",62,168
"MAFF",24,87
"MAFK",23,84
"MECOM",167,176
"MEF2A",113,95
"MEF2C",177,138
"MEIS1",1,79
"MITF",20,2
"MNT",93,21
"MXI1",65,150
"MYB",56,13
"MYBL2",106,53
"MYC",70,149
"NANOG",22,72
"NFAT5",41,76
"NFATC1",14,12
"NFE2",25,88
"NFIC",139,22
"NFYA",32,119
"NFYB",48,141
"NKX2-1",45,31
"NR2C2",51,104
"NR2F2",127,98
"NRF1",88,134
"PAX5",160,85
"PAX6",144,142
"PBX1",15,17
"PBX3",68,67
"PGR",69,169
"POU2F1",11,132
"POU2F2",10,46
"PPARG",141,173
"PRDM1",138,51
"RARA",121,64
"RARG",132,117
"RBPJ",86,145
"RELA",178,127
"REST",99,26
"RFX2",92,170
"RFX5",156,167
"RUNX1",50,94
"RUNX2",80,100
"RUNX3",148,133
"RXRA",85,112
"RXRG",159,179
"SETDB1",163,14
"SIX5",96,156
"SMAD3",114,55
"SOX17",37,10
"SP1",168,115
"SP4",107,122
"SPDEF",44,5
"SPI1",116,92
"SPIB",152,86
"SREBF1",36,33
"SRF",149,23
"STAT1",171,144
"STAT2",137,40
"STAT3",105,164
"STAT4",34,37
"STAT5A",122,83
"STAT5B",134,148
"TBP",135,24
"TBX21",79,82
"TCF12",64,154
"TCF21",5,54
"TCF3",142,113
"TCF4",87,47
"TCF7L2",58,174
"TEAD4",28,106
"TFAP2A",18,19
"TFAP2C",35,111
"TFAP4",112,52
"TFDP1",125,131
"THAP1",126,108
"TP63",128,155
"TP73",47,20
"USF1",29,102
"USF2",59,71
"VDR",165,49
"VEZF1",61,39
"XBP1",131,59
"YY1",91,137
"ZBTB33",129,123
"ZBTB7A",60,143
"ZBTB7B",67,160
"ZEB1",100,151
"ZFX",26,162
"ZKSCAN1",98,18
"ZNF143",57,103
"ZNF263",119,105
"ZNF384",72,129
"ZNF76",53,42
