"","P1_2020Oct","P2_2021Mar","P3_2023Jan"
"AHR",134,88,151
"AR",7,19,126
"ARID3A",18,46,13
"ARNT",109,130,73
"ARNTL",20,116,113
"ASCL2",120,91,68
"ATF1",144,59,39
"ATF2",127,129,143
"ATF3",95,22,134
"BACH1",74,74,96
"BACH2",68,26,20
"BARX2",89,51,131
"BATF",111,96,75
"BCL11A",106,24,48
"BCL6",149,148,173
"BHLHE40",27,78,35
"CEBPA",158,14,77
"CEBPD",60,41,102
"CLOCK",62,13,4
"CTCF",10,164,171
"E2F2",22,15,29
"E2F3",126,112,172
"E2F4",92,23,30
"E2F6",114,132,95
"E2F7",79,10,59
"E2F8",69,123,181
"EBF1",178,159,105
"EGR1",143,178,141
"EGR2",108,35,52
"EHF",130,174,158
"ELF1",61,17,25
"ELK1",176,160,83
"ELK3",98,36,26
"ELK4",140,110,142
"EPAS1",33,84,116
"ESR1",13,156,144
"ESR2",137,101,97
"ESRRA",43,6,69
"ETS2",156,163,138
"ETV1",19,140,82
"ETV5",104,162,18
"ETV6",177,181,182
"ETV7",52,149,148
"FOS",175,133,40
"FOSL1",97,39,79
"FOSL2",3,8,22
"FOXD2",112,49,159
"FOXH1",35,128,137
"FOXK1",76,99,180
"FOXM1",26,72,136
"FOXO3",28,82,55
"FOXP1",96,1,76
"FOXP2",162,119,17
"FOXP3",53,137,155
"GATA1",131,77,101
"GATA2",38,95,84
"GATA3",15,4,145
"GATA4",129,106,169
"GLI2",51,60,120
"GLIS1",40,135,123
"GMEB1",103,44,109
"GMEB2",4,32,168
"GRHL2",67,93,125
"GTF2B",182,182,85
"GTF2I",85,69,111
"HEY1",32,48,45
"HIF1A",142,165,177
"HINFP",166,161,122
"HNF1B",16,45,176
"HNF4A",159,168,140
"HNF4G",46,9,112
"HOXA1",80,54,127
"HOXA4",168,175,167
"HOXB13",123,53,166
"HOXC6",161,144,156
"HSF1",77,50,70
"HSF2",145,127,135
"IRF2",54,111,44
"IRF3",105,153,9
"IRF4",82,56,31
"JUN",48,151,57
"JUNB",124,55,14
"JUND",181,183,178
"KLF1",2,11,3
"KLF10",164,113,183
"KLF3",133,155,16
"KLF4",179,167,114
"KLF9",160,109,93
"KMT2A",64,30,146
"LHX2",57,83,163
"MAF",41,94,91
"MAFF",58,102,51
"MAFK",29,71,6
"MECOM",169,179,110
"MEF2A",93,57,71
"MEF2C",125,66,65
"MEIS1",78,85,1
"MITF",150,86,49
"MNT",119,79,5
"MXI1",81,18,50
"MYB",90,76,153
"MYBL2",146,81,12
"MYC",113,138,157
"NANOG",155,68,107
"NFAT5",50,117,88
"NFATC1",107,80,130
"NFE2",36,16,32
"NFIC",132,120,47
"NFYA",55,143,54
"NFYB",65,107,117
"NKX2-1",6,31,119
"NR2C2",147,169,164
"NR2F2",21,170,165
"NRF1",24,2,56
"PAX5",117,25,58
"PAX6",83,126,100
"PBX1",17,12,53
"PBX3",116,43,67
"PGR",84,124,175
"POU2F1",101,121,89
"POU2F2",72,37,23
"PPARG",138,131,128
"PRDM1",151,104,150
"RARA",165,177,133
"RARG",31,73,86
"RBPJ",153,150,124
"RELA",102,98,46
"REST",39,63,87
"RFX2",73,34,24
"RFX5",173,173,160
"RUNX1",34,5,43
"RUNX2",122,52,139
"RUNX3",163,142,8
"RXRA",139,70,34
"RXRG",75,172,66
"SETDB1",100,58,37
"SIX5",148,118,94
"SMAD3",136,157,15
"SOX17",70,87,7
"SP1",11,152,74
"SP4",128,29,72
"SPDEF",171,100,154
"SPI1",183,180,118
"SPIB",45,67,64
"SREBF1",49,42,41
"SRF",9,7,129
"STAT1",91,64,92
"STAT2",63,154,61
"STAT3",152,166,149
"STAT4",47,3,28
"STAT5A",154,125,115
"STAT5B",118,21,2
"TBP",172,176,27
"TBX21",56,105,98
"TCF12",157,89,161
"TCF21",99,75,21
"TCF3",174,171,132
"TCF4",121,97,104
"TCF7L2",23,145,42
"TEAD4",115,122,10
"TFAP2A",71,136,179
"TFAP2C",180,65,174
"TFAP4",1,40,63
"TFDP1",44,108,19
"THAP1",94,38,108
"TP63",135,27,152
"TP73",5,47,81
"USF1",8,28,62
"USF2",59,158,11
"VDR",30,62,78
"VEZF1",170,20,38
"XBP1",87,139,170
"YY1",37,61,147
"ZBTB33",110,33,33
"ZBTB7A",42,114,80
"ZBTB7B",86,134,99
"ZEB1",14,141,90
"ZFX",66,103,162
"ZKSCAN1",141,146,106
"ZNF143",88,115,60
"ZNF263",167,147,103
"ZNF384",12,92,121
"ZNF76",25,90,36
